o_zone_id,d_zone_id,volume
1,2,102.22877982111439
1,3,112.32508381987651
1,4,572.6786516871857
1,5,183.51870736749981
1,6,297.45751694625085
1,7,578.7881781482846
1,8,903.2713521631374
1,9,453.27950870303056
1,10,1272.303315114561
1,11,502.9641018372435
1,12,191.63975244088044
1,13,521.2761403215147
1,14,335.1778481694317
1,15,454.4577425795544
1,16,499.291366851025
1,17,378.2741902283753
1,18,110.4377183332086
1,19,312.44029149226475
1,20,296.7369159932973
1,21,88.67059747508223
1,22,482.23312422017415
1,23,321.42525093545044
1,24,88.53914710265659
2,1,69.52265493559256
2,3,78.16268485900535
2,4,157.80081985266622
2,5,68.70846559588843
2,6,288.82550657998553
2,7,156.93204529147937
2,8,345.1295868680355
2,9,156.19608784006658
2,10,546.7321518877852
2,11,134.07485581179995
2,12,66.976938026574
2,13,196.62547273339845
2,14,76.24831960516157
2,15,72.29910257747801
2,16,287.2040302601277
2,17,134.37142358375593
2,19,75.67281481763477
2,20,67.46769321294039
2,22,76.65185776125054
3,1,94.69446865909094
3,2,99.30841943535698
3,4,183.05368303566146
3,5,99.21495862430348
3,6,301.7165734299979
3,7,99.78011840165722
3,8,173.39990742257882
3,9,101.81881306064979
3,10,276.48484094498957
3,11,324.2340064640415
3,12,212.37598798215637
3,13,98.42985607274913
3,14,82.9511357839998
3,15,106.97155091896613
3,16,177.64060060758914
3,17,73.7546988057181
3,22,98.38086769689873
3,23,111.51476589454255
4,1,376.2487409005659
4,2,149.58138252730436
4,3,166.3588512381969
4,5,360.3970678497671
4,6,287.3981892502031
4,7,341.9211347591897
4,8,526.248811313207
4,9,520.376021568699
4,10,834.4739765561804
4,11,1073.6045205731564
4,12,537.6295533838571
4,13,407.56859597446044
4,14,369.1481585935967
4,15,507.7095199955824
4,16,529.8048039137793
4,17,345.76761050364547
4,18,71.8318238817588
4,19,135.02642724477812
4,20,202.10671885313258
4,21,153.78345002756046
4,22,336.00248192837483
4,23,295.0555578365859
4,24,159.24691009258905
5,1,209.0326791276902
5,2,94.07452264458097
5,3,95.30987515285435
5,4,519.0587117912634
5,6,182.88014648728796
5,7,179.50554411117827
5,8,526.9483708198056
5,9,657.1707206023251
5,10,972.8377252723993
5,11,491.8111049465127
5,12,193.9794558297723
5,13,198.18863191693634
5,14,93.12603809192915
5,15,228.38080108966273
5,16,430.05648436668
5,17,199.06189992679947
5,19,91.97045465540687
5,20,102.25306514202381
5,21,109.53674584370701
5,22,205.49325015573996
5,23,99.03389787193973
6,1,234.78091629374296
6,2,254.80122937156503
6,3,261.8774774428336
6,4,316.45650482764916
6,5,143.10725186086617
6,7,312.3322312834887
6,8,588.0919769958961
