o_zone_id,d_zone_id,volume
1,2,94.13119172439413
1,3,89.96690491466059
1,4,532.6855950266513
1,5,155.63144736171824
1,6,318.57454319209694
1,7,500.6000612785345
1,8,775.3304756351706
1,9,545.2080143255372
1,10,1212.868475725653
1,11,468.77869367551733
1,12,179.72645529858934
1,13,438.5607056373484
1,14,298.8789761625485
1,15,611.0680885612888
1,16,475.5680909987799
1,17,413.03800305787036
1,18,86.7650978320029
1,19,301.10475131813087
1,20,306.5663986376508
1,21,107.58767491664125
1,22,353.8843482304591
1,23,330.82420906945737
1,24,88.26100002726658
2,1,99.11125666388456
2,3,116.80103903565274
2,4,186.42072664863466
2,5,87.96731802582278
2,6,405.1407077004334
2,7,183.5136474150892
2,8,463.89926844493044
2,9,237.10375250940058
2,10,602.375685241338
2,11,209.62921952595076
2,12,100.39285232798174
2,13,248.57526375712334
2,14,119.23030571394375
2,15,89.04696671621596
2,16,377.5049163394025
2,17,226.7050492850449
2,19,99.47340320626648
2,20,93.56416849504615
2,22,98.27136915605811
3,1,110.66833338975175
3,2,109.67129750571016
3,4,250.65647133940132
3,5,92.998717829998
3,6,346.6886201203081
3,7,97.78644229505241
3,8,221.19009876006479
3,9,96.34140537765445
3,10,314.4465268472322
3,11,289.6346248473023
3,12,157.28425389336255
3,13,98.23789266387834
3,14,119.24915805436784
3,15,94.20397270191795
3,16,215.90373820776009
3,17,88.43027597577723
3,22,89.4990541879949
3,23,109.18330187655141
4,1,405.59482026813765
4,2,220.17030105439653
4,3,201.67673250730167
4,5,574.4761672503926
4,6,384.58170373100506
4,7,405.7534341799748
4,8,779.1193608770459
4,9,771.2950421053523
4,10,1293.4997603689665
4,11,1360.6116748480606
4,12,509.73539785056374
4,13,616.7896169888166
4,14,528.262702655773
4,15,425.15945848768337
4,16,769.6873618565886
4,17,500.51314789408286
4,18,101.64355041082678
4,19,193.79124919084612
4,20,252.00133769159038
4,21,181.71161245734484
4,22,445.08398187167205
4,23,452.67511518026214
4,24,189.44907097195681
5,1,216.2562318808833
5,2,99.03803236006905
5,3,90.19484510534504
5,4,485.7612076585334
5,6,205.90102095071074
5,7,238.16055131024655
5,8,439.28892666808326
5,9,788.6413479035008
5,10,896.2031881172281
5,11,484.3204100418227
5,12,195.48131803368005
5,13,225.37229217751977
5,14,109.01407335532545
5,15,210.07925687000025
5,16,426.92799325860784
5,17,207.41522430870356
5,19,105.43630699202176
5,20,104.11007922222151
5,21,104.65833207307642
5,22,210.4072645682765
5,23,118.60772550381205
6,1,306.92279947353944
6,2,361.67770273531283
6,3,318.7598991196308
6,4,379.0577146500631
6,5,238.34678354771427
6,7,375.42946864095705
6,8,828.9410603548469
6,9,365.57001446981087
6,10,764.4419495596617
6,11,424.5895683732756
6,12,217.90440041229638
6,13,208.83695376491312
6,14,93.01757776439727
6,15,218.47310049950798
