o_zone_id,d_zone_id,volume
1,2,78.77711738706894
1,3,63.10308029372476
1,4,522.826303818051
1,5,158.39147333650357
1,6,222.72377251136422
1,7,465.1720265315821
1,8,771.2443506469513
1,9,490.18557302989035
1,10,1401.5191664809515
1,11,525.5383873047429
1,12,239.3697451973284
1,13,514.4483249737297
1,14,293.261695252743
1,15,546.7440298853081
1,16,490.5220700333005
1,17,345.93942668494657
1,18,58.77998632390797
1,19,198.03882196965273
1,20,204.7346691210166
1,21,108.69109516703897
1,22,333.79867852396154
1,23,251.2302191403972
1,24,105.93977401636678
2,1,66.01015383192225
2,3,46.32247580162024
2,4,171.8710158454428
2,5,48.77201696373509
2,6,219.54466840107133
2,7,171.52751646507028
2,8,327.8840067294233
2,9,187.53422148704942
2,10,466.40689224052136
2,11,157.52462280386607
2,12,78.98809987049145
2,13,239.76509522943968
2,14,79.99595738427486
2,15,76.57767506495641
2,16,329.083565647164
2,17,105.15444034687103
2,19,52.59159257874674
2,20,52.367192738030774
2,22,63.85836211969178
3,1,86.20563626026164
3,2,102.21819282394098
3,4,207.4238981872926
3,5,70.51746253599462
3,6,197.37594788302303
3,7,107.67965405982136
3,8,226.7392646878812
3,9,104.25471288772425
3,10,281.96064516665007
3,11,324.4851760416861
3,12,214.00280942069142
3,13,99.53504370846787
3,14,99.609284228932
3,15,106.48497189614108
3,16,184.5156507382654
3,17,71.9823082281416
3,22,103.94078734791574
3,23,104.17933898601852
4,1,344.4110618242861
4,2,145.73501653583523
4,3,112.54270702375574
4,5,326.5048418308748
4,6,247.61390520346583
4,7,308.9445080962818
4,8,445.3574271699347
4,9,518.0340577669385
4,10,832.0070372394345
4,11,954.5570092401791
4,12,463.55937185118364
4,13,514.652715284726
4,14,414.90012801070225
4,15,390.3493233054574
4,16,569.0768742441672
4,17,266.41251644786246
4,18,46.61243996344453
4,19,141.10151281920258
4,20,201.49756922003516
4,21,142.9658745360221
4,22,322.6525754025142
4,23,388.0730992480466
4,24,125.85381557525518
5,1,178.83479363721008
5,2,90.52978532676003
5,3,82.06959263792395
5,4,548.6665031267341
5,6,163.6738303498562
5,7,212.9599312337774
5,8,582.0067416642863
5,9,721.8491842005168
5,10,939.8681317596654
5,11,540.5929555537684
5,12,215.71065173178906
5,13,207.0707265198077
5,14,106.87840327655016
5,15,196.84086505028756
5,16,468.3639226527006
5,17,152.45253219515465
5,19,80.02928492403963
5,20,70.06469545967074
5,21,88.49331097838902
5,22,178.56501169042608
5,23,100.93968349357125
6,1,224.28492573188717
6,2,264.58334415803773
6,3,166.38835796702418
6,4,343.56643156144105
6,5,120.93243580234117
6,7,290.00155162456
6,8,538.2476247728623
6,9,359.42260828054106
6,10,651.5883900806414
6,11,342.17247514837453
6,12,152.62874063049276
6,13,155.78737882309912
6,14,81.28877826312882
6,15,183.26732237790515
6,16,624.8697262646167
6,17,318.33166118886976
6,18,56.44836680794859
6,19,111.43363890442369
6,20,171.30178395866196
6,21,73.34192616897158
6,22,138.17609512139794
6,23,66.58938984749933
6,24,68.3564004889
7,1,498.5340576279994
7,2,222.22733678408645
7,3,71.87601991487891
7,4,420.5852278945476
7,5,138.24450654466077
7,6,247.20025402603392
7,8,1077.703293077505
7,9,521.1590069489391
7,10,2218.844790472687
7,11,542.5349156262491
7,12,621.0072169955822
7,13,364.04504801595516
7,14,183.96153222157588
7,15,506.36883970718037
7,16,1249.1920958867395
7,17,830.2852424894289
7,18,154.81409311394222
7,19,272.7290158820506
7,20,378.0836537466685
7,21,220.61679288223073
7,22,456.3716002396447
7,23,204.86663210000873
7,24,124.97555309799554
8,1,794.2081795820027
8,2,420.17329844457487
8,3,154.65700152088587
8,4,678.7378702678815
8,5,338.81537464355927
8,6,643.476304630865
8,7,979.4663064354432
8,9,724.1308221563352
8,10,1769.648731835793
8,11,792.408434487456
8,12,694.3409315424146
8,13,731.0417413727539
8,14,364.3986211796353
8,15,585.9087009652867
8,16,2504.7432463947816
8,17,1093.14444752364
8,18,275.5116918809882
8,19,537.2953717503352
8,20,525.6473058365804
8,21,408.69762749309206
8,22,547.6255328788408
8,23,284.72880347774066
8,24,222.6998309032595
9,1,478.9016338877924
9,2,198.95359976993768
9,3,67.13540752732723
9,4,751.0472514000679
9,5,730.1574727071171
9,6,315.18594217836244
9,7,627.8706385451324
9,8,733.5509385711403
9,10,2546.0505862102805
9,11,1395.456519686729
9,12,588.4720329083369
9,13,591.4707939905987
9,14,597.5380982127506
9,15,1094.8865961565339
9,16,1427.2618414628819
9,17,702.1361900801365
9,18,145.5671192846342
9,19,310.25876962001763
9,20,433.3081695312549
9,21,350.0277886635174
9,22,658.2001450166704
9,23,461.78101799424564
9,24,177.02402018586224
10,1,1205.930335707986
10,2,574.171039596133
10,3,207.19486455663906
10,4,1322.4397595229527
10,5,658.7962479577246
10,6,619.379062234421
10,7,1665.6650888509557
10,8,1458.6323208074732
10,9,2752.699982560014
10,11,4375.152490713746
10,12,1969.0655785444794
10,13,1858.4123669162016
10,14,2147.7929988507713
10,15,3965.0740441875773
10,16,4272.017729255682
10,17,3275.6051282776975
10,18,497.03783408315877
10,19,1663.9900233628216
10,20,2249.5569252354885
10,21,1210.3073473786392
10,22,2822.418534689561
10,23,2128.268558671459
10,24,783.6606874528646
11,1,395.0923623930427
11,2,149.67141332075346
11,3,191.25131617561863
11,4,1191.621528478118
11,5,222.38969830431458
11,6,240.91753320236234
11,7,370.71039606739686
11,8,636.1948290783794
11,9,990.0230383135719
11,10,3496.7582685089865
11,12,1073.652108992144
11,13,673.7224594369208
11,14,1203.7046517995188
11,15,1057.6418567190683
11,16,779.0273175235777
11,17,532.1283462872765
11,18,60.04747221141163
11,19,203.57384897846978
11,20,289.4405175400736
11,21,257.0510720100236
11,22,941.5466931255716
11,23,1122.1960887143791
11,24,428.1402212811608
12,1,205.4916070144547
12,2,102.4434194752956
12,3,156.0277731772319
12,4,643.1447984504728
12,5,151.882655721925
12,6,139.396821298977
12,7,644.4334204620003
12,8,529.2319872830848
12,9,514.7540553351351
12,10,1996.8474135922227
12,11,1697.5094129620174
12,13,1184.9501357850475
12,14,618.3578084595929
12,15,709.5006993529854
12,16,652.7655909214972
12,17,473.79015039169116
12,18,153.90538161906082
12,19,223.04229786228888
12,20,307.2055267368735
12,21,278.73506775536714
12,22,781.1531675974917
12,23,645.7890119218619
12,24,549.006143429954
13,1,583.1397112777003
13,2,290.64734758545956
13,3,85.65041482445218
13,4,506.25506963115237
13,5,157.06914088773198
13,6,164.229154866076
13,7,394.76769737754756
13,8,621.1999438186915
13,9,757.5233604918036
13,10,1582.3787092310902
13,11,915.5672131159977
13,12,1302.6055935606257
13,14,611.5747665560701
13,15,657.9275019575555
13,16,596.8807024993545
13,17,347.39600637794115
13,18,80.36537527555242
13,19,241.71888641346115
13,20,395.53678246393315
13,21,587.1484992622018
13,22,1325.2829193094547
13,23,832.5379772824937
13,24,822.0995283980722
14,1,255.22815795959156
14,2,104.87376495995188
14,3,81.47762109510899
14,4,523.845784628881
14,5,81.86891358166547
14,6,67.30551553374124
14,7,207.70335850584755
14,8,351.1421752174306
14,9,595.2829879269962
14,10,2257.9221934921034
14,11,1635.363803595838
14,12,705.8164680194446
14,13,557.2248850836306
14,15,1372.6343624938422
14,16,613.0178133956169
14,17,478.59003293499296
14,18,72.37733273519162
14,19,248.70025940068626
14,20,288.8682354385137
14,21,429.9695830499529
14,22,1177.5261508434678
14,23,1159.7237780833839
14,24,397.97974891544817
15,1,485.94553938653087
15,2,102.04919698109465
15,3,90.59807775779058
15,4,471.18371872991236
15,5,141.84202775538682
15,6,148.26083464384402
15,7,546.3957314383492
15,8,563.0147668351091
15,9,950.7297371511676
15,10,4324.88452687344
15,11,1376.9868337273062
15,12,559.3641823691055
15,13,621.3851237368467
15,14,1214.2141778917576
15,16,1166.3160538975203
15,17,1097.603597206929
15,18,177.6439069388043
15,19,667.6804664537639
15,20,854.7724809509394
15,21,862.9529908824483
15,22,2973.0784353522945
15,23,1158.5425201524831
15,24,429.36034310103173
16,1,342.43827781096564
16,2,275.69794235884433
16,3,120.84493724230862
16,4,549.5551907924932
16,5,309.29427207531245
16,6,389.7185329026848
16,7,1282.0993739216979
16,8,1671.0676728417004
16,9,1108.991316051443
16,10,2762.2308405827703
16,11,1014.4959339598607
16,12,600.1527544045315
16,13,438.7988691861805
16,14,578.6889668351341
16,15,1034.464508323952
16,17,1345.42212495519
16,18,230.62232501594875
16,19,826.730462173401
16,20,911.1679711944213
16,21,454.38596111562435
16,22,1018.8806031133797
16,23,350.9881547781619
16,24,214.0965408228293
17,1,461.7638879184004
17,2,189.2980211446211
17,3,65.59142630437817
17,4,505.4052334627266
17,5,156.900240470819
17,6,391.5319574262997
17,7,937.8101664027977
17,8,1333.3432994949633
17,9,936.4938471697674
17,10,3758.8321225555555
17,11,1073.8952378759727
17,12,549.3605478748385
17,13,480.6167632672109
17,14,698.4844377535675
17,15,1355.6158999429083
17,16,2778.949287097726
17,18,461.00268212399175
17,19,1307.5779086123978
17,20,1340.2080273216998
17,21,566.7593803033373
17,22,1596.0058747546113
17,23,602.0721698630329
17,24,325.77506653369227
18,1,72.46026940204007
18,4,76.3392586825296
18,6,49.361415467229435
18,7,164.04346667040178
18,8,230.87893184321254
18,9,147.30850751553427
18,10,589.7323629499716
18,11,162.16848323841697
18,12,128.74588423938204
18,13,75.04110307010804
18,14,71.80222558172173
18,15,204.14282441869432
18,16,361.91285303887094
18,17,366.1158654871556
18,19,169.74456845079317
18,20,235.73622838940818
18,21,73.65528963063296
18,22,214.63413579435834
18,23,82.54698498366398
19,1,255.11455798086135
19,2,79.09013725202252
19,4,177.39859421851182
19,5,53.69921368830134
19,6,116.59430078915395
19,7,381.4156262625818
19,8,523.4427966621894
19,9,301.1664770243834
19,10,1356.0609796385536
19,11,261.6390102827423
19,12,279.63393088076685
19,13,225.91304633154175
19,14,235.11242797561016
19,15,651.4056646268588
19,16,930.3626479695037
19,17,985.2749349710081
19,18,152.67314437407478
19,20,733.8368685175177
19,21,302.55597171870005
19,22,977.5890046964715
19,23,230.528778448651
19,24,69.38386187629415
20,1,242.11279745893899
20,2,82.39486085975012
20,4,229.03814248448134
20,5,51.20351725610728
20,6,186.1482126190213
20,7,344.71575656485976
20,8,619.5609987047029
20,9,520.5606835735205
20,10,1723.6588031654287
20,11,458.12746438742647
20,12,328.7797215295441
20,13,517.7088895358892
20,14,317.6539100807399
20,15,893.797988951198
20,16,1282.0585691209492
20,17,1043.5687479962621
20,18,239.4502818245152
20,19,731.6569083237948
20,21,1020.3982646837403
20,22,1975.828933226113
20,23,492.4593083867686
20,24,298.5946027616292
21,1,119.90667676273338
21,4,218.50429325560242
21,5,83.95123015285546
21,6,76.19473533268365
21,7,214.39073723718437
21,8,360.69457160775596
21,9,301.99282224643486
21,10,1066.3498143747058
21,11,431.14276298514824
21,12,322.7215541239327
21,13,532.2183677345855
21,14,385.8064395697347
21,15,791.9907802849938
21,16,582.6711432415381
21,17,493.5146513529121
21,18,64.14448220042644
21,19,359.558665473056
21,20,914.357223621791
21,22,1913.1771661649543
21,23,657.3568325369215
21,24,507.3569423904856
22,1,389.86279169780397
22,2,96.08512408097968
22,3,77.84582151463617
22,4,386.74921226091897
22,5,128.7729991401036
22,6,148.1217334639965
22,7,486.19211504901887
22,8,476.40447984613553
22,9,680.8109748179197
22,10,2774.5161674152546
22,11,1176.0614165425288
22,12,685.0232311179749
22,13,1209.5265436146224
22,14,1135.1325445346201
22,15,2561.0823497724105
22,16,1101.05288267937
22,17,1053.3189862248987
22,18,201.72255602963318
