o_zone_id,d_zone_id,volume
1,2,66.05315137323606
1,3,85.04904505527891
1,4,359.49590271493054
1,5,152.46780348275738
1,6,207.79562755481842
1,7,340.7434662407017
1,8,661.3220977141117
1,9,369.4094030829562
1,10,1052.140716851326
1,11,359.05155005868875
1,12,128.61272652090287
1,13,330.16709051018074
1,14,212.1734403302625
1,15,328.745249395351
1,16,313.30808815147515
1,17,315.7438571805579
1,18,66.2879568884175
1,19,212.92219248941825
1,20,216.3118009462873
1,21,66.00166239533355
1,22,323.7169587207675
1,23,187.80296497653546
1,24,71.8555438640187
2,1,69.6212461659641
2,3,76.3690108877808
2,4,150.8058864524767
2,5,65.42722061282521
2,6,300.52721749183866
2,7,145.3483378209883
2,8,246.3438658734654
2,9,128.54120715167682
2,10,470.6350042818294
2,11,144.3995400383273
2,12,66.15926541324741
2,13,192.72415957722893
2,14,66.4836373326941
2,15,66.95677681604751
2,16,257.287284707366
2,17,117.6208142083506
2,19,77.13511383951155
2,20,61.631290046160856
2,22,63.96086562848137
3,1,85.52339382080103
3,2,66.9845954019611
3,4,129.72077809149454
3,5,77.7013737726923
3,6,178.0202481631487
3,7,64.86011996040848
3,8,161.79412708955164
3,9,71.72890904598063
3,10,214.06928648060793
3,11,259.90655868118813
3,12,143.49170345793678
3,13,65.21416017258225
3,14,68.05304920264484
3,15,62.48659233857543
3,16,158.7349970620278
3,17,74.13971946073491
3,22,69.63894259556076
3,23,64.1496820675412
4,1,344.1643104104282
4,2,142.11575926603453
4,3,138.69230703285172
4,5,327.39091481455785
4,6,224.78513199161674
4,7,293.4996624278339
4,8,540.8753432882912
4,9,512.367845632817
4,10,787.9060385194012
4,11,874.8490540736572
4,12,441.2909747041017
4,13,425.98434917594875
4,14,345.6248339068449
4,15,419.9684077405174
4,16,509.4118242106801
4,17,417.98136767714556
4,18,70.22284128480608
4,19,116.5226150680108
4,20,206.27026300989857
4,21,154.0985033793114
4,22,269.96278060597723
4,23,302.0085415821847
4,24,137.71563860878456
5,1,147.05752881717356
5,2,75.6286533281898
5,3,62.9832111550538
5,4,326.1484836440458
5,6,128.4780399987117
5,7,125.64074559470757
5,8,311.0843325897445
5,9,580.065277734192
5,10,721.9790392741448
5,11,326.8588908942028
5,12,140.071213651742
5,13,163.09871989801272
5,14,63.50313192637296
5,15,115.17677956957507
5,16,366.29561990995563
5,17,138.46288428604572
5,19,74.71667293177234
5,20,76.12812350983933
5,21,56.1298322337002
5,22,131.15536747122533
5,23,88.25645743187528
6,1,236.13341393511035
6,2,280.4783352204718
6,3,227.41486458008774
6,4,300.84518820946664
6,5,147.75368138462204
6,7,284.8593345391705
6,8,528.0022934216918
6,9,280.359030515051
6,10,498.24289272687713
6,11,258.71503474855433
6,12,136.10290015305233
6,13,127.39237359649151
6,14,66.55266006556035
6,15,137.7237441706387
6,16,655.859148902978
6,17,384.8520153448168
6,18,66.82764250564055
6,19,159.9966510914223
6,20,230.66550679234183
6,21,73.61910900409342
6,22,142.16769841305495
6,23,72.26987142754382
6,24,78.8226472416732
7,1,399.9853123552019
7,2,140.57977282982645
7,3,73.99458823343
7,4,320.26355104243015
7,5,131.53471630801664
7,6,271.22477843337873
7,8,765.8912656693718
7,9,460.2509693961809
7,10,1299.6467946313041
7,11,300.98854545123726
7,12,502.21272531199736
7,13,255.43244956826535
7,14,120.6204455858719
7,15,308.4457566067958
7,16,1012.5130344707346
7,17,802.0605238263112
7,18,140.54558354992818
7,19,285.981655923123
7,20,393.94946843556926
7,21,119.96462788457033
7,22,368.68801427524966
7,23,139.83783700939264
7,24,74.0766959274964
8,1,516.0187255695377
8,2,283.96201908392266
8,3,165.1016846917472
8,4,534.0537031278827
8,5,332.67428143463394
8,6,489.72283104294655
8,7,591.6253658889461
8,9,508.9900941242231
8,10,1084.1294817657808
8,11,639.0980569348997
8,12,357.4032033920525
8,13,487.59305887704585
8,14,272.98737748026434
8,15,374.4268211608561
8,16,1502.3752019490066
8,17,911.6835028772333
8,18,219.4642854472216
8,19,459.248816799312
8,20,520.3780664636649
8,21,273.8918580215243
8,22,305.6004865041089
8,23,214.33485157890613
8,24,124.32876521230862
9,1,356.4492718950342
9,2,137.0569523606241
9,3,71.77514673282113
9,4,524.4940626097366
9,5,498.7691750876516
9,6,278.20266228030926
9,7,301.0584197685801
9,8,574.0233723655335
9,10,1776.4189231286339
9,11,1011.4341102914047
9,12,472.25753840477023
9,13,400.47563832961447
9,14,382.13473744945674
9,15,640.4828503890466
9,16,857.4748978780246
9,17,589.7399531306698
9,18,158.20357274067698
9,19,281.74644243017985
9,20,348.0367281557173
9,21,175.45952087015314
9,22,498.0069139536533
9,23,381.5234100735278
9,24,119.09009133810943
10,1,1039.4832048944709
10,2,507.26858160142285
10,3,217.0721543296733
10,4,883.6686404900887
10,5,565.529178700413
10,6,690.8426183252284
10,7,1255.6205605409793
10,8,1020.1825373430127
10,9,1910.6124780636758
10,11,3491.8232532550337
10,12,1417.6677681450583
10,13,1469.5957448899462
10,14,1476.3647343711639
10,15,2523.9871912382428
10,16,3570.1369773615443
10,17,2565.3344530141867
10,18,571.3251393021424
10,19,1434.7144701961824
10,20,1860.8240259652628
10,21,1008.5806933822091
10,22,2275.2071527406206
10,23,1238.1116855183564
10,24,516.4907461217385
11,1,438.0799289988035
11,2,133.9778143534982
11,3,235.24116369655243
11,4,974.9828746681045
11,5,408.20100752004186
11,6,261.06719961902064
11,7,310.6793157498876
11,8,548.4445280190563
11,9,929.2473910330849
11,10,2897.741347204707
11,12,1043.4865228697968
11,13,679.9220693699286
11,14,1047.9312139544766
11,15,924.4477358385832
11,16,1202.3658679904704
11,17,715.940761545394
11,18,57.404288960716656
11,19,265.80652694391637
11,20,424.0881415004482
11,21,336.7462136055716
11,22,853.4273226210925
11,23,829.8731152094433
11,24,534.9056020891641
12,1,158.5825699480924
12,2,62.3643870630593
12,3,110.14813185376232
12,4,364.82272922199235
12,5,101.15045632670963
12,6,172.92385538691937
12,7,500.6256834390432
12,8,382.9062991203238
12,9,439.44699824365614
12,10,1426.7592878938715
12,11,1042.7804259587144
12,13,883.9959526778088
12,14,448.730040354472
12,15,532.2870505564211
12,16,530.9345039424059
12,17,424.25228585464214
12,18,174.05961256306458
12,19,201.00410252668468
12,20,255.9043664180024
12,21,218.96604529222108
12,22,458.0194293671115
12,23,514.8919349100564
12,24,322.0260132910508
13,1,422.8498690260996
13,2,201.65307996982946
13,3,64.62556578265686
13,4,472.16220921982216
13,5,126.03230053874414
13,6,130.6272829368143
13,7,296.6181778411533
13,8,461.3218029837109
13,9,474.51932788684553
13,10,1234.241682238038
13,11,742.988972196663
13,12,868.557491283478
13,14,473.7008429863448
13,15,463.7983890849971
13,16,431.84864621853893
13,17,355.48786065129485
13,18,62.8920525027339
13,19,231.30028843491294
13,20,444.20350438979256
13,21,344.338660086843
13,22,935.5987611958814
13,23,518.344168876976
13,24,624.9329189964316
14,1,202.6458418227683
14,2,72.5806020799642
14,3,70.38141743721741
14,4,377.7486321704848
14,5,60.138668869238906
14,6,82.57332411272861
14,7,147.5484930941794
14,8,320.7818908625641
14,9,458.3709213099606
14,10,1468.2943035332678
14,11,985.022164744921
14,12,463.1495819053121
14,13,492.3604373742058
14,15,855.3276411030002
14,16,369.65678331766765
14,17,479.6882518908594
14,18,68.01477447290785
14,19,204.81973882724907
14,20,368.9964689179159
14,21,305.64089317981643
14,22,927.4434725135909
14,23,805.0959226259218
14,24,233.8576350477074
15,1,440.69019937746407
15,2,72.66914765137885
15,3,72.62267485500774
15,4,362.81089512735724
15,5,145.93778268072774
15,6,110.3140396834646
15,7,341.71625289293763
15,8,418.41151257966743
15,9,795.7060828197392
15,10,2813.380278984567
15,11,831.2257619631911
15,12,511.53412909893683
15,13,452.154043637992
15,14,805.7439687479045
15,16,886.8291203843864
15,17,1190.8487499515304
15,18,146.9269342257518
15,19,596.5357102746997
15,20,807.2997543633184
15,21,565.703167400578
15,22,1951.3658525418973
15,23,549.6066213064912
15,24,283.12781486041945
16,1,393.1626569997661
16,2,275.90981984872093
16,3,140.43394437683935
16,4,481.75206623468
16,5,387.46140482632126
16,6,670.7876583755221
16,7,1036.1294429000327
16,8,1419.749050802675
16,9,907.0418472748383
16,10,3149.644352295017
16,11,914.2487873490409
16,12,511.77991922834076
16,13,338.3779449128662
16,14,466.6833309442872
16,15,1005.3361461797814
16,17,1992.9657176353362
16,18,426.85987938439496
16,19,720.4307072210089
16,20,1032.30851789217
16,21,403.48422603777556
16,22,915.2863939352089
16,23,382.02986676779796
16,24,192.5790771602123
17,1,268.93188352440006
17,2,158.03339716842345
17,3,63.13220200381405
17,4,345.7105950547067
17,5,133.30312777282984
17,6,388.9832142425683
17,7,664.3454122469116
17,8,975.8488608775234
17,9,662.7520637952798
17,10,2882.9885800076077
17,11,764.9233217457053
17,12,428.9615075715155
17,13,335.66319552373403
17,14,473.1609079434602
17,15,1052.6990561654475
17,16,2009.535741169791
17,18,420.8073185963993
17,19,1022.476801917523
17,20,1272.1251336226776
17,21,427.6760173664756
17,22,1315.399403587822
17,23,420.0067413651994
17,24,176.49062747968622
18,1,68.6143879580221
18,4,70.28885094758412
18,6,65.5194112383786
18,7,141.04870039145507
18,8,197.23657169219402
18,9,130.14967434515424
18,10,470.39059656614074
18,11,130.39564130550215
18,12,149.90537381560998
18,13,65.03984319696136
18,14,63.95656885414438
18,15,167.07374291507412
18,16,385.2941835681067
18,17,348.6621407428594
18,19,215.15395204169062
18,20,289.2134827048494
18,21,60.3068656509003
18,22,235.79530571590558
18,23,76.0216131924122
19,1,219.71615965757277
19,2,73.21155985201109
19,4,156.2979905036187
19,5,64.35048662400906
19,6,149.15140641890326
19,7,262.00479802695395
19,8,515.3368920935559
19,9,293.6683160804271
19,10,1097.2038507799
19,11,276.6090236157383
19,12,215.6449344370396
19,13,201.03489734441837
19,14,216.71400282936534
19,15,606.9986466159796
19,16,907.2202853225126
19,17,1217.0297448035512
19,18,241.15742561913174
19,20,857.0397676140675
19,21,254.4187839966767
19,22,898.3003635789886
19,23,217.04886785084827
19,24,79.58846620419187
20,1,175.12165094973668
20,2,59.05582335661592
20,4,198.3609143081554
20,5,73.12512516147049
20,6,212.41263940795844
20,7,344.209053934064
20,8,623.9583946004612
20,9,385.1819271669886
20,10,1747.241081482788
20,11,396.15492836908624
20,12,337.21054654785104
20,13,406.6243583515352
20,14,342.15499203744895
20,15,844.3844163400981
20,16,1105.557356012011
20,17,1318.2743105390769
20,18,326.5473947792201
20,19,914.9746472269625
20,21,867.9074745045967
20,22,1831.8560069201496
20,23,494.3982986839383
20,24,308.9707424431804
21,1,67.52589783812952
21,4,138.52200887508135
21,5,66.74472887580394
21,6,71.17183233264663
21,7,154.66920640581864
21,8,306.0301430280553
21,9,217.55395972812767
21,10,891.9109144590868
21,11,317.9707134028177
21,12,206.87420466418965
21,13,375.6706057599594
21,14,318.90797718271386
21,15,531.1045839958078
21,16,391.98395151632536
21,17,350.94690202624764
21,18,74.11541551949823
21,19,238.08894937381731
21,20,779.2843597763583
21,22,1354.3259087178783
21,23,459.0848155313187
21,24,345.3359881394328
22,1,265.058332495715
22,2,71.88853310446703
22,3,66.57509603249069
22,4,273.24480067443454
22,5,120.92514943177052
22,6,156.7948148937553
22,7,368.31546537043374
22,8,378.8815759211419
22,9,557.4918718386406
22,10,1675.8411419599063
22,11,742.8922890256447
22,12,405.4193462827966
22,13,1245.7423428462614
22,14,827.5283448879658
22,15,2019.2159471299856
22,16,742.175529161943
22,17,1314.678500843721
22,18,252.8677483809314
22,19,834.9516482898812
22,20,1518.473636415343
22,21,1242.632459896243
22,23,1464.4411918441904
22,24,835.8818110756841
23,1,204.11704417045945
23,3,74.35848038646759
23,4,296.4689817318623
23,5,70.6245302613131
23,6,89.30823978659447
23,7,122.50364664159218
23,8,208.21384393918106
23,9,425.00790412328973
23,10,1407.0977314832026
23,11,864.4599108744943
23,12,500.205457523604
23,13,559.8817584057097
23,14,714.5002408191508
23,15,694.821601617176
23,16,340.3370810046614
23,17,424.7622518921112
23,18,64.9525448469482
23,19,184.83170543398478
23,20,487.98141141523774
23,21,581.6781063908122
23,22,1482.1336328412847
23,24,528.379075224974
24,1,84.37731067076272
24,4,129.82429825098194
24,6,71.9523856432747
24,7,69.60557255518992
24,8,133.14871300926276
24,9,131.3465704847819
24,10,576.0370895064842
24,11,447.26382017511423
24,12,345.5774807202942
24,13,504.280259529626
24,14,278.94039900315323
24,15,282.77236376949224
24,16,205.8325619981817
24,17,210.37776353430397
24,19,72.21578652507115
24,20,298.6640308570168
24,21,365.671545939165
24,22,750.0267199667104
24,23,557.6905911440457
