from_node_id,to_node_id,time,inflow,outflow,cinflow,coutflow,volume
1,2,0,0.0,0.0,0.0,0.0,0.0
1,2,1,2600.0,0.0,2600.0,0.0,2600.0
1,2,2,0.0,0.0,2600.0,0.0,2600.0
1,2,3,0.0,0.0,2600.0,0.0,2600.0
1,2,4,0.0,0.0,2600.0,0.0,2600.0
1,2,5,283.53073,0.0,2883.5308,0.0,2883.5308
1,2,6,0.0,0.0,2883.5308,0.0,2883.5308
1,2,7,0.0,2600.0,2883.5308,2600.0,283.53076
1,2,8,0.0,0.0,2883.5308,2600.0,283.53076
1,2,9,885.88043,0.0,3769.4111,2600.0,1169.4111
1,2,10,0.0,0.0,3769.4111,2600.0,1169.4111
1,2,11,7.783942,283.53073,3777.195,2883.5308,893.6643
1,2,12,323.02646,0.0,4100.2217,2883.5308,1216.6909
1,2,13,18.108952,0.0,4118.3306,2883.5308,1234.7998
1,2,14,0.0,0.0,4118.3306,2883.5308,1234.7998
1,2,15,200.0,885.88043,4318.3306,3769.4111,548.91943
1,2,16,21.679811,0.0,4340.0103,3769.4111,570.5991
1,2,17,0.0,7.783942,4340.0103,3777.195,562.8152
1,2,18,0.0,323.02646,4340.0103,4100.2217,239.78857
1,2,19,135.58377,18.108952,4475.594,4118.3306,357.26367
1,2,20,11.119885,0.0,4486.7144,4118.3306,368.3838
1,2,21,0.0,200.0,4486.7144,4318.3306,168.38379
1,2,22,0.0,21.679811,4486.7144,4340.0103,146.7041
1,2,23,0.0,0.0,4486.7144,4340.0103,146.7041
1,2,24,0.0,0.0,4486.7144,4340.0103,146.7041
1,2,25,7.783942,135.58377,4494.4985,4475.594,18.904297
1,2,26,0.0,11.119885,4494.4985,4486.7144,7.7841797
1,2,27,0.0,0.0,4494.4985,4486.7144,7.7841797
1,2,28,0.0,0.0,4494.4985,4486.7144,7.7841797
1,2,29,0.0,0.0,4494.4985,4486.7144,7.7841797
1,2,30,0.0,0.0,4494.4985,4486.7144,7.7841797
1,2,31,0.0,7.783942,4494.4985,4494.4985,0.0
1,2,32,0.0,0.0,4494.4985,4494.4985,0.0
1,2,33,0.0,0.0,4494.4985,4494.4985,0.0
1,2,34,0.0,0.0,4494.4985,4494.4985,0.0
1,2,35,0.0,0.0,4494.4985,4494.4985,0.0
1,2,36,0.0,0.0,4494.4985,4494.4985,0.0
1,2,37,0.0,0.0,4494.4985,4494.4985,0.0
1,2,38,0.0,0.0,4494.4985,4494.4985,0.0
1,2,39,0.0,0.0,4494.4985,4494.4985,0.0
1,2,40,0.0,0.0,4494.4985,4494.4985,0.0
1,2,41,0.0,0.0,4494.4985,4494.4985,0.0
1,2,42,0.0,0.0,4494.4985,4494.4985,0.0
1,2,43,0.0,0.0,4494.4985,4494.4985,0.0
1,2,44,0.0,0.0,4494.4985,4494.4985,0.0
1,2,45,0.0,0.0,4494.4985,4494.4985,0.0
1,2,46,0.0,0.0,4494.4985,4494.4985,0.0
1,2,47,0.0,0.0,4494.4985,4494.4985,0.0
1,2,48,0.0,0.0,4494.4985,4494.4985,0.0
1,3,0,0.0,0.0,0.0,0.0,0.0
1,3,1,6200.0,0.0,6200.0,0.0,6200.0
1,3,2,0.0,0.0,6200.0,0.0,6200.0
1,3,3,0.0,0.0,6200.0,0.0,6200.0
1,3,4,0.0,0.0,6200.0,0.0,6200.0
1,3,5,0.0,6200.0,6200.0,6200.0,0.0
1,3,6,0.0,0.0,6200.0,6200.0,0.0
1,3,7,1249.2727,0.0,7449.2725,6200.0,1249.2725
1,3,8,0.0,0.0,7449.2725,6200.0,1249.2725
1,3,9,0.0,0.0,7449.2725,6200.0,1249.2725
1,3,10,0.0,0.0,7449.2725,6200.0,1249.2725
1,3,11,0.0,1249.2727,7449.2725,7449.2725,0.0
1,3,12,278.12042,0.0,7727.393,7449.2725,278.1206
1,3,13,3.1980112e-14,0.0,7727.393,7449.2725,278.1206
1,3,14,130.93619,0.0,7858.329,7449.2725,409.05664
1,3,15,0.0,0.0,7858.329,7449.2725,409.05664
1,3,16,0.0,278.12042,7858.329,7727.393,130.93604
1,3,17,106.89717,0.0,7965.226,7727.393,237.83301
1,3,18,0.0,130.93619,7965.226,7858.329,106.89697
1,3,19,90.6813,0.0,8055.907,7858.329,197.57812
1,3,20,5.568385,0.0,8061.4756,7858.329,203.14648
1,3,21,0.0,106.89717,8061.4756,7965.226,96.24951
1,3,22,53.228523,0.0,8114.704,7965.226,149.47803
1,3,23,4.2784877,90.6813,8118.9824,8055.907,63.075195
1,3,24,0.0,5.568385,8118.9824,8061.4756,57.506836
1,3,25,0.0,0.0,8118.9824,8061.4756,57.506836
1,3,26,0.0,53.228523,8118.9824,8114.704,4.2783203
1,3,27,0.0,4.2784877,8118.9824,8118.9824,0.0
1,3,28,0.0,0.0,8118.9824,8118.9824,0.0
1,3,29,0.0,0.0,8118.9824,8118.9824,0.0
1,3,30,0.0,0.0,8118.9824,8118.9824,0.0
1,3,31,0.0,0.0,8118.9824,8118.9824,0.0
1,3,32,0.0,0.0,8118.9824,8118.9824,0.0
1,3,33,0.0,0.0,8118.9824,8118.9824,0.0
1,3,34,0.0,0.0,8118.9824,8118.9824,0.0
1,3,35,0.0,0.0,8118.9824,8118.9824,0.0
1,3,36,0.0,0.0,8118.9824,8118.9824,0.0
